Ayurvedic_Diagnosis,Near_Correlated_English_Equivalent,Category,Sub_Category,Symptom_P1,Symptom_P2,Remarks 
VATA ARSHA,ACQUIRED VATA PILES ,General Systemic Symptoms,Altered Level of Consciousness,FAINTING,,
VATA ARSHA,ACQUIRED VATA PILES ,Head & Face,NOSE,EXCESSIVE SNEEZING,,
VATA ARSHA,ACQUIRED VATA PILES ,Digestive System,ERUCTATION,Excessive Eructation,,
VATA ARSHA,ACQUIRED VATA PILES ,Head & Face,FACE,Emaciation,,
VATA ARSHA,ACQUIRED VATA PILES ,Urogenital & Pelvic System,ANUS,DRYNESS,,
VATA ARSHA,ACQUIRED VATA PILES ,Urogenital & Pelvic System,HEMORRHOIDS,DRYNESS,,
VATA ARSHA,ACQUIRED VATA PILES ,Head & Face,MOUTH,DRYNESS,,
VATA ARSHA,ACQUIRED VATA PILES ,Body Waste & Excretions,FLATUS,Difficulty Passing Gas,,
VATA ARSHA,ACQUIRED VATA PILES ,Body Waste & Excretions,DEFECATION,DIARRHEA,,
VATA ARSHA,ACQUIRED VATA PILES ,General Systemic Symptoms,Cough-related Symptoms,COUGH,,
VATA ARSHA,ACQUIRED VATA PILES ,Head & Face,NOSE,CORYZA,,
VATA ARSHA,ACQUIRED VATA PILES ,Body waste & Excretions,DEFECATION,CONSTIPATION,,
VATA ARSHA,ACQUIRED VATA PILES ,Urogenital & Pelvic System,HEMORRHOIDS,COLOR- BLACK,,
VATA ARSHA,ACQUIRED VATA PILES ,Head & Face,EYES,COLOR- ABNORMAL,BLACK,
VATA ARSHA,ACQUIRED VATA PILES ,Head & Face,FACE,COLOR- ABNORMAL,BLACK,
VATA ARSHA,ACQUIRED VATA PILES ,ARMS & HANDS,NAILS,COLOR- ABNORMAL,BLACK,
VATA ARSHA,ACQUIRED VATA PILES ,Skin & External Features,SKIN,COLOR- ABNORMAL,BLACK,
VATA ARSHA,ACQUIRED VATA PILES ,Body Waste & Excretions,Stool,COLOR- ABNORMAL,BLACK,
VATA ARSHA,ACQUIRED VATA PILES ,Body Waste & Excretions,URINE,COLOR- ABNORMAL,BLACK,
VATA ARSHA,ACQUIRED VATA PILES ,Head & Face,EYES,CATARACT,,
VATA ARSHA,ACQUIRED VATA PILES ,General Systemic Symptoms,Speech and Voice Disorders,Broken Voice,,
VATA ARSHA,ACQUIRED VATA PILES ,ABDOMINAL REGION,GENERAL ABDOMEN,BLOATING,,
VATA ARSHA,ACQUIRED VATA PILES ,Vital Organs,Heart,Abnormal Heart Rhythm,,
VATA ARSHA,ACQUIRED VATA PILES ,Body waste & Excretions,DEFECATION,ABNORMAL,Irregular Stool Pattern,
VATA ARSHA,ACQUIRED VATA PILES ,Body waste & Excretions,MICTURITION,ABNORMAL,Irregular Urine Pattern,
VATA ARSHA,ACQUIRED VATA PILES ,Body Waste & Excretions,Stool,ABNORMAL,Mucousy Stool,
VATA ARSHA,ACQUIRED VATA PILES ,Body Waste & Excretions,Stool,ABNORMAL,Coarse Stool,
AJEERANA,INDIGESTION  ,Body Waste & Excretions,Oral Excretions,VOMITING,,
AJEERANA Upadrava,COMPLICATIONS OF INDIGESTION,Body Waste & Excretions,Oral Excretions,VOMITING,,
AJEERANA,INDIGESTION  ,General Systemic Symptoms,Miscellaneous,VERTIGO,,
AJEERANA Upadrava,COMPLICATIONS OF INDIGESTION,General Systemic Symptoms,Miscellaneous,VERTIGO,,
AJEERANA,INDIGESTION  ,Back & Spine,BACK,STIFFNESS,,
AJEERANA,INDIGESTION  ,Back & Spine,WAIST,STIFFNESS,,
AJEERANA,INDIGESTION  ,Digestive System,ERUCTATION,Sour Taste Following Eructation,,
AJEERANA,INDIGESTION  ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
AJEERANA,INDIGESTION  ,General Systemic Symptoms,Whole-Body Symptoms,PAIN,,
AJEERANA Upadrava,COMPLICATIONS OF INDIGESTION,General Systemic Symptoms,Whole-Body Symptoms,PAIN,,
AJEERANA,INDIGESTION  ,Head & Face,HEAD,PAIN,,
AJEERANA,INDIGESTION  ,Body Waste & Excretions,MICTURITION,Obstruction of Urine,,
AJEERANA,INDIGESTION  ,General Systemic Symptoms,Miscellaneous,Unnatural Fatigue,,
AJEERANA,INDIGESTION  ,General Systemic Symptoms,Appetite & Thirst Disorders,LOSS OF APPETITE,,
AJEERANA,INDIGESTION  ,Head & Face,MOUTH,INFLAMMATION,,
AJEERANA,INDIGESTION  ,Digestive System,Digestive Disorders,INDIGESTION,,
AJEERANA Upadrava,COMPLICATIONS OF INDIGESTION,Digestive System,Digestive Disorders,INDIGESTION,,
AJEERANA Upadrava,COMPLICATIONS OF INDIGESTION,Body Waste & Excretions,Oral Secretions,HYPERSALIVATION,,
AJEERANA,INDIGESTION  ,General Systemic Symptoms,Altered Level of Consciousness,FAINTING,,
AJEERANA Upadrava,COMPLICATIONS OF INDIGESTION,General Systemic Symptoms,Altered Level of Consciousness,FAINTING,,
AJEERANA,INDIGESTION  ,General Systemic Symptoms,Miscellaneous,Excessive Yawning,,
AJEERANA,INDIGESTION  ,General Systemic Symptoms,Appetite & Thirst Disorders,EXCESSIVE THIRST,,
AJEERANA,INDIGESTION  ,General Systemic Symptoms,Whole-Body Symptoms,Emaciation,,
AJEERANA,INDIGESTION  ,Head & Face,MOUTH,DRYNESS,,
AJEERANA,INDIGESTION  ,Neck & Throat,THROAT,DRYNESS,,
AJEERANA,INDIGESTION  ,Body Waste & Excretions,DEFECATION,DIARRHEA,,
AJEERANA,INDIGESTION  ,Head & Face,NOSE,CORYZA,,
AJEERANA,INDIGESTION  ,Upper Body,CHEST,CONSTRICTION,,
AJEERANA,INDIGESTION  ,Body waste & Excretions,DEFECATION,CONSTIPATION,,
AJEERANA,INDIGESTION  ,Body Waste & Excretions,URINE,COLOR- ABNORMAL,WHITE,
AJEERANA,INDIGESTION  ,Upper Body,CHEST,BURNING,,
AJEERANA,INDIGESTION  ,ABDOMINAL REGION,Epigastric Region,BURNING,,HYPERACIDITY
AJEERANA,INDIGESTION  ,Vital Organs,STOMACH,BURNING,,
AJEERANA,INDIGESTION  ,ABDOMINAL REGION,GENERAL ABDOMEN,BLOATING,,
AJEERANA,INDIGESTION  ,Body Waste & Excretions,MICTURITION,ABNORMAL,EXCESSIVE URINATION,
AJEERANA,INDIGESTION  ,Body Waste & Excretions,URINE,ABNORMAL,TURBID,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Whole-Body Symptoms,WEAKNESS,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Whole-Body Symptoms,Emaciation,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Miscellaneous,VERTIGO,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,Head & Face,EARS,Tinnitus,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,Tendency to withdraw from communication,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,Head & Face,EYE SOCKET,SWELLING,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Behavioural Abnormalities,Persistent irritability,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Whole-Body Symptoms,PAIN,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Whole-Body Symptoms,PAIN,SQUEEZING,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Whole-Body Symptoms,PAIN,CHURNING,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Whole-Body Symptoms,PAIN,PRESSING,
SAMANYA PANDUROGA,GENERAL ANEMIA ,LOWER BODY,LEGS,PAIN,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,ABDOMINAL REGION,LUMBAR REGION,PAIN,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,LOWER BODY,THIGHS,PAIN,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,Back & Spine,WAIST,PAIN,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Miscellaneous,Unnatural Fatigue,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,LOWER BODY,FEET,Unnatural Fatigue,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,LOWER BODY,THIGHS,Unnatural Fatigue,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,Back & Spine,WAIST,Unnatural Fatigue,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,Head & Face,FACE,Loss of Facial Complexion,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Appetite & Thirst Disorders,LOSS OF APPETITE,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Miscellaneous,Fatigue,,WHILE CLIMBING
SAMANYA PANDUROGA,GENERAL ANEMIA ,LOWER BODY,FEET,Fatigue,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,LOWER BODY,THIGHS,Fatigue,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,Irritable or short-tempered mood,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,Digestive System,Digestive Disorders,INDIGESTION,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Sleep disorders,HYPERSOMNIA,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Whole-Body Symptoms,HEAVINESS,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,Head & Face,HAIRS,HAIR LOSS,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,Body Waste & Excretions,Oral Secretions,EXCESSIVE SPITTING,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Respiratory Symptoms,DYSPNOEA,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,LOWER BODY,CALFS,CRAMPS,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Aversions,Aversion to cold temperatures,,
SAMANYA PANDUROGA,GENERAL ANEMIA ,General Systemic Symptoms,Miscellaneous,ALOPECIA,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Whole-Body Symptoms,WEAKNESS,,
MAMSA DHATUGATA JWARA,FEVER IN MUSCLES ,General Systemic Symptoms,Whole-Body Symptoms,WEAKNESS,,
MEDA DHATUGATA JWARA,FEVER IN FAT  ,General Systemic Symptoms,Whole-Body Symptoms,WEAKNESS,,
SANNIPATA JWARA (ASHUKARI)-5,SANNIPATA FEVER (ASHUKARI)-5,General Systemic Symptoms,Whole-Body Symptoms,WEAKNESS,,
SANNIPATA JWARA (KRAKACH)-9,SANNIPATA FEVER (KRAKACH)-9,General Systemic Symptoms,Whole-Body Symptoms,WEAKNESS,,
NIRAMA JWARA,NON-TOXIC FEVER,General Systemic Symptoms,Whole-Body Symptoms,Emaciation,,
Purvarupa JWARA ,PRODROMAL FEVER ,Head & Face,EYES,Discharge of Substances,Watery,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Head & Face,EYES,Discharge of Substances,Watery,
Shokaj Jwara,Grief-Induced Fever,Head & Face,EYES,Discharge of Substances,Watery,EXCESSIVE
Sannipata Jwara,SANNIPATA FEVER  ,Head & Face,EYES,Discharge of Substances,Watery,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,Head & Face,EYES,Discharge of Substances,Watery,
KAPHA JWARA,KAPHA FEVER ,Body Waste & Excretions,Oral Excretions,VOMITING,,
RASA DHATUGATA JWARA,FEVER IN DIGESTIVE JUICE,Body Waste & Excretions,Oral Excretions,VOMITING,,
MEDA DHATUGATA JWARA,FEVER IN FAT  ,Body Waste & Excretions,Oral Excretions,VOMITING,,FREQUENT
ASHTI DHATUGATA JWARA,FEVER IN BONES  ,Body Waste & Excretions,Oral Excretions,VOMITING,,
VATA PITTA JWARA,VATA PITTA FEVER  ,Body Waste & Excretions,Oral Excretions,VOMITING,,
SANNIPATA JWARA (BHALLU)-3,SANNIPATA FEVER (BHALLU)-3,Body Waste & Excretions,Oral Excretions,VOMITING,,
SANNIPATA JWARA (KAMPAN)-6,SANNIPATA FEVER (KAMPAN)-6,Body Waste & Excretions,Oral Excretions,VOMITING,,
Sannipata Jwara (Vadarik)-7,Sannipata Fever (Vadarik)-7 ,Body Waste & Excretions,Oral Excretions,VOMITING,,
SANNIPATA JWARA (KRAKACH)-9,SANNIPATA FEVER (KRAKACH)-9,Body Waste & Excretions,Oral Excretions,VOMITING,,
NIRAMA JWARA,NON-TOXIC FEVER,Body Waste & Excretions,Oral Excretions,VOMITING,,
Vata Jwara,Vata Fever,General Systemic Symptoms,Miscellaneous,VERTIGO,,
PITTA JWARA,PITTA FEVER  ,General Systemic Symptoms,Miscellaneous,VERTIGO,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Miscellaneous,VERTIGO,,
ANTARIKVEG JWARA,INTERNAL FEVER,General Systemic Symptoms,Miscellaneous,VERTIGO,,
RAKTA DHATUGATA JWARA,FEVER IN BLOOD  ,General Systemic Symptoms,Miscellaneous,VERTIGO,,
VATA PITTA JWARA,VATA PITTA FEVER  ,General Systemic Symptoms,Miscellaneous,VERTIGO,,
SANNIPATA JWARA (BABHRU)-1,SANNIPATA FEVER (BABHRU)-1,General Systemic Symptoms,Miscellaneous,VERTIGO,,
SANNIPATA JWARA (VISFARAK)-4 ,SANNIPATA FEVER (VISFARAK)-4,General Systemic Symptoms,Miscellaneous,VERTIGO,,
SANNIPATA JWARA (ASHUKARI)-5,SANNIPATA FEVER (ASHUKARI)-5,General Systemic Symptoms,Miscellaneous,VERTIGO,,
SANNIPATA JWARA (KAMPAN)-6,SANNIPATA FEVER (KAMPAN)-6,General Systemic Symptoms,Miscellaneous,VERTIGO,,
Sannipata Jwara (Vadarik)-7,Sannipata Fever (Vadarik)-7 ,General Systemic Symptoms,Miscellaneous,VERTIGO,,
SANNIPATA JWARA (YAMYA)-8,SANNIPATA FEVER (YAMYA)-8,General Systemic Symptoms,Miscellaneous,VERTIGO,,
SANNIPATA JWARA (SAMMOHAK)-11,SANNIPATA FEVER (SAMMOHAK)-11,General Systemic Symptoms,Miscellaneous,VERTIGO,,
SANNIPATA JWARA (PAKAL)-12 ,SANNIPATA FEVER (PAKAL)-12,General Systemic Symptoms,Miscellaneous,VERTIGO,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,General Systemic Symptoms,Miscellaneous,VERTIGO,,
PACHYAMANA JWARA,DIGESTIVE FEVER,General Systemic Symptoms,Miscellaneous,VERTIGO,,
Sannipata Jwara,SANNIPATA FEVER  ,General Systemic Symptoms,Miscellaneous,VERTIGO,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,General Systemic Symptoms,Miscellaneous,VERTIGO,,
VATA KAPHA JWARA,VATA KAPHA FEVER  ,Skin & External Features,Cutaneous symptoms,URTICARIAL RASHES,,
SANNIPATA JWARA (KARKAT)-10,SANNIPATA FEVER (KARKAT)-10,Skin & External Features,Cutaneous symptoms,URTICARIAL RASHES,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Skin & External Features,Cutaneous symptoms,URTICARIAL RASHES,,
SANNIPATA JWARA (KRAKACH)-9,SANNIPATA FEVER (KRAKACH)-9,Head & Face,HEAD,TREMORS,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Head & Face,HEAD,TREMORS,,
Krodhaj Jwara,Fever Due to Anger,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,Trembling with Anger,,
MAJJA DHATUGATA JWARA,FEVER IN BONE MARROW,Head & Face,EYES,Transient darkness or dimming sensation before the eyes,,
Vata Jwara,Vata Fever,Head & Face,EARS,Tinnitus,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Head & Face,EARS,Tinnitus,,
Sannipata Jwara,SANNIPATA FEVER  ,Head & Face,EARS,Tinnitus,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,Head & Face,EARS,Tinnitus,,
ABHIGHATAJ JWARA,TRAUMATIC FEVER  ,General Systemic Symptoms,TRAUMA/ INJURY SITE,SWELLING,,Occurs following trauma or injury
KAPHA JWARA,KAPHA FEVER ,Head & Face,TOUNGE,SWEET TASTE,,
SANNIPATA JWARA (KAMPAN)-6,SANNIPATA FEVER (KAMPAN)-6,Head & Face,TOUNGE,SWEET TASTE,,
Sannipata Jwara,SANNIPATA FEVER  ,Head & Face,MOUTH,SUPPURATION,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,Head & Face,MOUTH,SUPPURATION,,
Sannipata Jwara,SANNIPATA FEVER  ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
Sannipata Jwara,SANNIPATA FEVER  ,Head & Face,NOSE TIP,SUPPURATION,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,Head & Face,NOSE TIP,SUPPURATION,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Miscellaneous,Suppression or absence of natural urges,,
Shokaj Jwara,Grief-Induced Fever,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,Feeling of fear,,
KAPHA JWARA,KAPHA FEVER ,General Systemic Symptoms,Whole-Body Symptoms,STIFFNESS,,
SANNIPATA JWARA (KAMPAN)-6,SANNIPATA FEVER (KAMPAN)-6,General Systemic Symptoms,Whole-Body Symptoms,STIFFNESS,,
AMA JWARA,TOXIC FEVER,General Systemic Symptoms,Whole-Body Symptoms,STIFFNESS,,
SANNIPATA JWARA (KRAKACH)-9,SANNIPATA FEVER (KRAKACH)-9,Neck & Throat,NECK,STIFFNESS,,
SANNIPATA JWARA (KAMPAN)-6,SANNIPATA FEVER (KAMPAN)-6,General Systemic Symptoms,Speech and Voice Disorders,Stuttering,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Neck & Throat,THROAT,Abnormal sounds from the throat,Pigeon-like,
ASHTI DHATUGATA JWARA,FEVER IN BONES  ,Neck & Throat,THROAT,Abnormal sounds from the throat,,
Vata Jwara,Vata Fever,Skin & External Features,Cutaneous symptoms,Skin cracking,,
Vata Jwara,Vata Fever,General Systemic Symptoms,Whole-Body Symptoms,SHIVERING ,,
KAPHA JWARA,KAPHA FEVER ,General Systemic Symptoms,Whole-Body Symptoms,SHIVERING ,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Whole-Body Symptoms,SHIVERING ,,
SANNIPATA JWARA (VISFARAK)-4 ,SANNIPATA FEVER (VISFARAK)-4,General Systemic Symptoms,Whole-Body Symptoms,SHIVERING ,,
SANNIPATA JWARA (KRAKACH)-9,SANNIPATA FEVER (KRAKACH)-9,General Systemic Symptoms,Whole-Body Symptoms,SHIVERING ,,
SANNIPATA JWARA (SAMMOHAK)-11,SANNIPATA FEVER (SAMMOHAK)-11,General Systemic Symptoms,Whole-Body Symptoms,SHIVERING ,,
Vata Jwara,Vata Fever,Head & Face,TEETH,SENSITIVITY,,
Purvarupa JWARA ,PRODROMAL FEVER ,Head & Face,TEETH,SENSITIVITY,,
RASA DHATUGATA JWARA,FEVER IN DIGESTIVE JUICE,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,Sense of helplessness or lack of control,,
NIRAMA JWARA,NON-TOXIC FEVER,General Systemic Symptoms,Whole-Body Symptoms,Sensation of bodily lightness ,,
Vata Jwara,Vata Fever,Head & Face,EYES,ROUGHNESS,,
Vata Jwara,Vata Fever,Head & Face,FACE,ROUGHNESS,,
Vata Jwara,Vata Fever,ARMS & HANDS,NAILS,ROUGHNESS,,
Vata Jwara,Vata Fever,Skin & External Features,SKIN,ROUGHNESS,,
SANNIPATA JWARA (KARKAT)-10,SANNIPATA FEVER (KARKAT)-10,Head & Face,TOUNGE,ROUGHNESS,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Head & Face,TOUNGE,ROUGHNESS,,
Sannipata Jwara,SANNIPATA FEVER  ,Head & Face,TOUNGE,ROUGHNESS,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,Head & Face,TOUNGE,ROUGHNESS,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Head & Face,TOUNGE,ROUGHNESS,,"ROUGH, COW LIKE"
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Miscellaneous,Instability of mind,,
SANNIPATA JWARA (KAMPAN)-6,SANNIPATA FEVER (KAMPAN)-6,General Systemic Symptoms,Miscellaneous,Instability of mind,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,General Systemic Symptoms,Miscellaneous,Instability of mind,,
KAAM JWARA,FEVER DUE TO INTENSE EMOTION ,General Systemic Symptoms,Miscellaneous,Instability of mind,,
KAPHA JWARA,KAPHA FEVER ,General Systemic Symptoms,Body Temperature Disturbances,Relief from fever through use of Kapha-pacifying treatments,,
PITTA JWARA,PITTA FEVER  ,Skin & External Features,Cutaneous symptoms,RASHES,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Skin & External Features,Cutaneous symptoms,RASHES,,
Vata Jwara,Vata Fever,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,IRREGULAR
Vata Jwara,Vata Fever,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,MILD
Vata Jwara,Vata Fever,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,HIGH
Vata Jwara,Vata Fever,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,HIGH (IN SOME BODY PARTS)
Vata Jwara,Vata Fever,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,Variable Temperature Distribution Across Body Parts Over Time
Vata Jwara,Vata Fever,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,MILD (IN SOME BODY PARTS)
Vata Jwara,Vata Fever,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,WILL INCREASE IF ALREADY EXISTS
PITTA JWARA,PITTA FEVER  ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,DURING DIGESTION
PITTA JWARA,PITTA FEVER  ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,During Noon
PITTA JWARA,PITTA FEVER  ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,At Midnight
PITTA JWARA,PITTA FEVER  ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,In Autumn
PITTA JWARA,PITTA FEVER  ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,HIGH
PITTA JWARA,PITTA FEVER  ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,Uniform Effect on the Whole Body
KAPHA JWARA,KAPHA FEVER ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,After Eating
KAPHA JWARA,KAPHA FEVER ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,Uniform Effect on the Whole Body
KAPHA JWARA,KAPHA FEVER ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,At the Beginning of Night
KAPHA JWARA,KAPHA FEVER ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,At the Beginning of Morning
KAPHA JWARA,KAPHA FEVER ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,In Spring Season
RASA DHATUGATA JWARA,FEVER IN DIGESTIVE JUICE,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
RAKTA DHATUGATA JWARA,FEVER IN BLOOD  ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
MAMSA DHATUGATA JWARA,FEVER IN MUSCLES ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
MEDA DHATUGATA JWARA,FEVER IN FAT  ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
ASHTI DHATUGATA JWARA,FEVER IN BONES  ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
VATA PITTA JWARA,VATA PITTA FEVER  ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
VATA KAPHA JWARA,VATA KAPHA FEVER  ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,MILD
KAPHA PITTA JWARA,KAPHA PITTA FEVER  ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
SANNIPATA JWARA (BABHRU)-1,SANNIPATA FEVER (BABHRU)-1,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
SANNIPATA JWARA (SHEEGARKARI)-2,SANNIPATA FEVER (SHEEGARKARI)-2,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
SANNIPATA JWARA (BHALLU)-3,SANNIPATA FEVER (BHALLU)-3,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
SANNIPATA JWARA (VISFARAK)-4 ,SANNIPATA FEVER (VISFARAK)-4,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
SANNIPATA JWARA (ASHUKARI)-5,SANNIPATA FEVER (ASHUKARI)-5,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
SANNIPATA JWARA (KAMPAN)-6,SANNIPATA FEVER (KAMPAN)-6,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
Sannipata Jwara (Vadarik)-7,Sannipata Fever (Vadarik)-7 ,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
SANNIPATA JWARA (YAMYA)-8,SANNIPATA FEVER (YAMYA)-8,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
SANNIPATA JWARA (KRAKACH)-9,SANNIPATA FEVER (KRAKACH)-9,General Systemic Symptoms,Body Temperature Disturbances,PYREXIA,,
